statement,label,__index_level_0__
Eating healthy is a waste of time because everyone dies eventually.,fallacy of logic,4000
", that makes it right/valid.",ad populum,1568
"Being mean to others is wrong.
Therefore, it cannot possibly be part of our nature.",fallacy of relevance,2427
Doing something because everyone else is doing it,ad populum,3746
The artist's personal battles make their paintings about survival.,intentional,5376
"(1) William Dembski argues that modern biology supports the idea that there is an intelligent designer who created life.
(2) Dembski would say that because he's religious.
Therefore:
(3) Modern biology doesn't support intelligent design",ad hominem,1687
"If you care about poverty, you must think wealth is inherently bad.",fallacy of extension,851
"P or Q.
P.
Therefore, not Q.
P or Q.",fallacy of logic,3546
"Everyone else is doing it, so it must be a good idea.",ad populum,895
Have you stopped cheating on your tests?,intentional,4592
"This restaurant has a long line every night, so the food must be great.",ad populum,335
"If you vote for her, the government as we know it will fall apart.",faulty generalization,2839
Cyclones/hurricanes more intense or frequent  No,intentional,3087
"Thomas Kuhn studied this phenomenon in his 1962 book `` The Structure Of Scientific Revolutions . '' He explained how scientists develop a theory  or paradigm  based on available evidence  to explain what they 're seeing . Once that paradigm takes hold , scientists are often loath to give up on it even if evidence piles up that it might be wrong . Eventually , however , faulty paradigms do give way , ushering in a new scientific paradigm . Examples of such paradigm shifts in the past : heliocentric solar system , continental drift , Einstein 's theories .",faulty generalization,4611
"Today , there are quite a number of researchers who think carbon dioxide could last 1,000 years in the atmosphere .",ad populum,1348
"If you do not believe in God, you will go to hell.",appeal to emotion,1015
"If you don't give me a passing grade, I won't get accepted to medical school. That will break my grandmother's heart.",appeal to emotion,2816
"If we let this child bring the permission slip late, there is no reason to ever set a deadline for anything again!",faulty generalization,1631
"Thirty years later , they are still ignoring it ,  said Zybach , who spent more than 20 years as a reforestation contractor .",ad hominem,2489
"And for the media it ' s ideology , money , and headlines .",ad hominem,3730
"You shouldn't try to be financially responsible, as some people become rich by chance.",fallacy of logic,3251
"""My three decades of experience in public service, my tireless commitment to the people of this community, and my willingness to reach across the aisle and cooperate with the opposition, make me the ideal candidate for your mayor.""  Which appeal is the primary appeal used in this quote?",fallacy of credibility,5370
The latest Democratic Party platform compares the fight against global warming to World War II .,intentional,2070
"The project was successful because everyone supported it, and they supported it because it was successful.",circular reasoning,4452
"My friend didn't enjoy visiting that country, so it must be a boring place.",faulty generalization,5661
"Helga: You should not be eating that... it has been scientifically proven that eating fat burgers are no good for your health.

Hugh: You eat fat burgers all the time so that can't be true.",ad hominem,1635
The director's personal relationships influence this film's tone.,intentional,4646
"In order to really look at the problem of global warming, we must first consider how the homeless suffer when it is cold.",fallacy of relevance,2479
You shouldn't care about this policy when other issues are bigger.,fallacy of relevance,2265
"By rejecting God, you are rejecting goodness, kindness, and love itself.",appeal to emotion,2959
"The only way to avoid the risks of this scenario is what the report describes as "" akin in scale to the World War II emergency mobilization  but this time focused on rapidly building out a zero-emissions industrial system to set in train the restoration of a safe climate .",intentional,5323
"Four out of five dentists recommend Happy Glossy Smiley toothpaste brand. Therefore, it must be great.",faulty generalization,5743
"Oh well , it ' s doing a good job designing itself , let ' s encourage it. '  Computers will develop independent volition and intuition ( "" To some extent , they already have  ) and become capable of reproducing themselves , and of evolving . """,faulty generalization,3059
"At seven degrees of warming , that would become impossible for large portions of the planet ' s equatorial band , and especially the tropics , where humidity adds to the problem ; in the jungles of Costa Rica , for instance , where humidity routinely tops 90 percent , simply moving around outside when it ' s over 105 degrees Fahrenheit would be lethal .",faulty generalization,5053
"""You should run right out and purchase the newest iPhone 22 because you will literally be the only one who doesn't own one!"" This is an example of what type of persuasive technique?",ad populum,2141
"Because the collapse of vulnerable parts of the ice sheet could raise the sea level dramatically , the continued existence of the world ' s great coastal cities  Miami , New York , Shanghai and many more  is tied to Antarctica ' s fate .",appeal to emotion,5104
"""Are you going to do well in school, or are you going to succeed as a cadet?",false dilemma,3118
"I know for a fact that ghosts exist. My friend, who is a very reliable person, has seen ghosts on many occasions.",faulty generalization,5188
"If you want stricter regulations, you must want the government to control everything.",fallacy of extension,5478
"If you support welfare, you must want people to be dependent on the government.",fallacy of extension,4045
"""No! Don't eat that piece of chocolate. Today, it's one piece of chocolate, but tomorrow, you've gained 20 lbs!",faulty generalization,3356
The play must criticize capitalism because the playwright was poor.,intentional,2744
"If we don't tackle this now, it will spiral out of control.",false dilemma,5092
"""You asked me why the unemployment rate has increased once more, but I'm going to tell you what has an even worse effect on morale in this country.""",fallacy of relevance,3506
"Even in our own lifetimes , there is no relationship between temperature and carbon dioxide emissions by ­humans , yet there is a very close relationship between solar activity and temperature .",false dilemma,1679
"For 30 years
I taught at MIT , during which time the climate has changed remarkably little .",faulty generalization,4249
"Bert: I've been learning about the Second World War lately. I found that America provoked Japan into attacking Pearl Harbor. I don't think that was the right thing to do.
Jenny: Oh, so you are now taking the side of Axis? Do you think Germany and Japan were right to do what they did?",fallacy of extension,3147
Look at that face! Could anyone trust that to run the country?,ad hominem,2294
"World-renowned physicist Dr. Patricia Mitchell assures me that exposure to natural sunlight, even exposure resulting in mild sunburn, is still significantly less of a cancer risk than brief exposure to the artificial light in a tanning bed. So I make sure to tell all of my friends that if they're looking to get a tan this summer they should do it outdoors, and not at the tanning salon!",fallacy of credibility,580
People are like dogs. They respond best to clear discipline.,fallacy of logic,1470
"Calling attention to anecdotal incidents of icebergs breaking off the Antarctic ice sheet , while deliberately ignoring the overall growth of the Antarctic ice sheet , is a misleading and favorite tactic of global warming alarmists .",fallacy of relevance,4799
"""My boss isn't willing to increase the number of vacation days we get each year. That means she doesn't care about our health. It's wrong not to care about employees' health. She should be replaced with someone who cares about the employees.",fallacy of extension,4070
"""I should receive an 'A' in this class. I had a tough week!"" Hadi begged",appeal to emotion,5308
You shouldn't complain about pollution when people in other countries don't even have clean water.,fallacy of relevance,3343
"This also has worldwide impacts , driving temperatures down rather than up .",intentional,4992
"However , some experts argue that carbon dioxide is only a minor player in this atmospheric hothouse effect .",equivocation,4583
"""Annie must like Starbucks because all girls like Starbucks.""",faulty generalization,3672
This painting is sad because the artist was going through a tough time.,intentional,559
Politician: Taxes are too hard to understand. The government must be tricking us and taking our money. We need to simplify our taxes!,intentional,5237
Why care about my career when others are less focused?,fallacy of relevance,5215
"If you don't recycle, then you're part of the pollution problem.",false dilemma,2849
"This pillow is advertised as soft as a cloud, so it must feel weightless.",equivocation,512
"""Chick-Fil-A is the greatest food chain in existence. Look at the crowds!""",ad populum,4729
Forget what global warming activists would lead you to believe _ 2015 was not even close to the hottest year on record .,fallacy of logic,1081
"I read one article on a website that was misleading, so the whole site must be unreliable.",faulty generalization,1664
"Believing that ""runs"" occur to statistically independent phenomena such as routine wheel spirits.",false causality,1012
Don't believe his stance; he's only doing it for votes.,ad hominem,1931
McDonald's Hamburgers: over 99 billion served.,ad populum,1150
She's only supporting it for the publicity.,ad hominem,2838
"""Don't listen to Mr. Fingers when he says walk in the hallways. How can you trust someone who wears bow ties?""",ad hominem,116
"Four out of five dentists recommend Happy Glossy Smiley toothpaste brand.  Therefore, it must be great.",faulty generalization,740
Exercising is useless because you might still get sick anyway.,fallacy of logic,5569
"If you don't like this film, you must think all films in this series are bad.",fallacy of extension,5177
"Since you don't like social media, you must want to get rid of the internet.",fallacy of extension,3675
She's only saying that to look morally superior.,ad hominem,830
"Once a year or so , journalists from major news outlets travel to the Marshall Islands , a remote chain of volcanic islands and coral atolls in the Pacific Ocean , to report in panicked tones that the island nation is vanishing because of climate change .",fallacy of extension,119
"""Politician X is going to strip away your right to free speech!""",appeal to emotion,4752
"Either you're with us, or you're against us.",false dilemma,5538
"Either this relationship works out, or it's a waste of time.",false dilemma,5494
"Countries in the southern hemisphere will be among the worse off , the report said , "" projected to experience the largest impacts on economic growth due to climate change should global warming increase . ",equivocation,5729
"If I don't take this AP class, then I won't do well on the AP exam. If I don't do well on the AP exam, then I can't get into a good college. If I can't get into a good college, then I won't be able to get a good job. If I can't get a good job then I'll have to live in my parents' basement forever. Guess I'll sign up for the AP class.",faulty generalization,635
But will they ?,intentional,4465
"If you're not part of the solution, then you're part of the problem.",false dilemma,4364
"If we keep kids from enjoying recess, eventually they will never want to preserve nature.",faulty generalization,4142
Exit Glacier has been shrinking for 200 years  since 1815  long before widespread industrialization and automobiles .,equivocation,991
"The lady in the pink dress is Julia Roberts.
The reporter thinks Julia Roberts drives a Prius.
Therefore, the reporter thinks the lady in the pink dress drives a Prius.",fallacy of logic,876
"If you don't vote, then you don't care about your future.",false dilemma,4869
"If we don't succeed, we've failed completely.",false dilemma,5315
"Yeah, I think everyone's opinion counts on moral matters like that, but that Lila sleeps around with anything. I know of at least one marriage she's broken up, so why should her opinion count on anything, much less morality?",ad hominem,5222
"Since you believe in evolution, you must reject all religious beliefs.",fallacy of extension,4
"If we use one more can of hairspray this month, the ozone layer will not exist, and we will not exist!",faulty generalization,3051
"As soon as the words emissions , climate change and Paris are used , you know you are being conned and that the world ' s biggest scam will continue .",ad hominem,3124
"Yes, I do think that all drunk drivers should go to prison, but your honor, he is my son!  He is a good boy who just made a mistake!",intentional,2660
"I carried an umbrella, and it didn't rain. The umbrella must have repelled the rain.",false causality,2491
"They advertise the dish as heavenly, so it must taste divine.",equivocation,5173
"I. Many seats in the private medical colleges in the state have remained vacant this year.
II. The government medical colleges in the state could accommodate all the students who sought admission this year.",false causality,3854
"Brooks then said that erosion plays a significant role in sea-level rise , which is not an idea embraced by mainstream climate researchers .",faulty generalization,4933
Our competitors use unhealthy sugar substitutes and artificial sweeteners. But Rev-Up Energy Drink contains one hundred percent real cane sugar to fuel your body better.,fallacy of credibility,4777
Only fools are out in public right now. Careful people are staying home.,ad hominem,1715
The reason billions of children starve to death each year is because we live in a world that does not care.,circular reasoning,1148
"All men are mortal, and Socrates is a man, therefore Socrates likes dogs.",fallacy of logic,3261
"However , climate realists can make lemonade from EDF ' s preposterous mailer by using it to show open-minded people the difference between global warming alarmists and global warming truth-tellers . EDF has assembled what it believes to be the 10 most powerful global warming assertions in the alarmists ' playbook , yet each assertion either backfires on alarmists or has been proven false .",ad hominem,574
"BÃ¼ntgen et al , below , shows that temperatures in the northern hemisphere were warmer in the early 1400s than they are today",fallacy of relevance,3769
A commercial claims that a specific brand of cereal is the best way to start the day because athlete Michael Jordan says that it is what he eats every day for breakfast.,fallacy of credibility,3736
"Pat Michaels , former president of the American Association of State Climatologists , says , "" It 's warmed up around one degree Celsius since 1900 , and life expectancy DOUBLED ¦ yet [ if ] that temperature ticks up another half a degree ¦ the entire system crashes ? That 's the most absurd belief . ''",fallacy of logic,4146
"You shouldn't try to be financially responsible, as some people become rich by chance.",fallacy of logic,853
"""Don't worry about eating fast food. After all, millions of Americans eat it every day.",ad populum,1982
(Are the things being compared even similar? Does that prove anything?),fallacy of logic,2774
"Hundreds of thousands of animals are being tortured and killed every year, and for what? So that we can modernize our beauty products and overstock our grocery stores?",appeal to emotion,4929
"You shouldn't try to be financially responsible, as some people become rich by chance.",fallacy of logic,5211
Why listen to him? He's completely self-centered.,ad hominem,1166
"When Squealer/Napoleon calls Snowball a 'traitor', and 'criminal'",ad hominem,971
Students who want cell phones in school have no idea what they're talking about.,ad hominem,2701
"The past shows that climate change is normal , that warmer times and more atmospheric carbon dioxide have driven biodiversity and that cold times kill .",fallacy of credibility,4495
"If you want stricter regulations, you must want the government to control everything.",fallacy of extension,3847
"Global warming alarmism provides them , more than any other issue , with the things they
most want : For politicians it ' s money and power . For environmentalists it ' s money for their
organizations and confirmation of their near religious devotion to the idea that man is a
destructive force acting upon nature . And for the media it ' s ideology , money , and headlines .",fallacy of extension,2368
"The number of trees in a forest has decreased, and the number of wildlife species has also decreased. Therefore, the decrease in trees must be the cause of the decrease in wildlife species.",false causality,4115
"If you break your diet and have one cookie tonight, you will just want to eat 10 cookies tomorrow, and before you know it, you will have gained back the 15 pounds you lost.",faulty generalization,4780
Shakira is the best singer in the world because she is the most talented singer there is.,circular reasoning,4131
"You think we should limit screen time, so you must want to ban technology entirely.",fallacy of extension,2950
"Everyone's been to this beach, so it must be the best one around.",ad populum,524
"People got healthier after buying organic foods, so organic foods must cure disease.",false causality,2455
He's only saying that because he wants attention.,ad hominem,5016
He's biased; his family owns a company in that field.,ad hominem,1841
"You got a cold two nights ago but last night you stayed up really late and now you are no longer sick, so it must be because you stayed up really late last night. What fallacy is being committed?",false causality,537
He was not connected to the study .,fallacy of relevance,2806
"If taxes are lowered, I will have more money to spend.
I have more money to spend.
Therefore, taxes must have been lowered.",fallacy of logic,4341
Eating healthy is a waste of time because everyone dies eventually.,fallacy of logic,3175
"While reading how flawed EDF ' s assertions are , remember these are the very best arguments global warming alarmists can make .",intentional,784
The poet's friendships influence the supportive tone in their work.,intentional,4057
"If you criticize one policy, you must be against all government actions.",fallacy of extension,1409
"If you aren't a capitalist, you must be a communist.",false dilemma,2537
"If most people think this product is safe, it must be.",ad populum,154
"Speaker 1: I think we should lower the age of sexual consent to 16.
Speaker 2: 16 year olds are children. So, you think it's OK for children to have sex? No, we shouldn't lower the age of consent.",fallacy of extension,3009
"The number of people who invest in the stock market has increased, and the number of people who are wealthy has also increased. Therefore, investing in the stock market must be the cause of being wealthy.",false causality,1686
"a persuasive technique used in media messages that appeals to the ""everyone is doing it"" mentality",ad populum,2901
"Sea level rise , which was occurring long before humans could be blamed , has not accelerated and still amounts to only 1 inch every ten years .",fallacy of relevance,5739
"Pvt. Joe Bowers: What are these electrolytes? Do you even know?
Secretary of State: They're... what they use to make Brawndo!
Pvt. Joe Bowers: But why do they use them to make Brawndo?
Secretary of Defense: [raises hand after a pause] Because Brawndo's got electrolytes.",circular reasoning,4721
"I got a new haircut, and my favorite TV show was canceled. My haircut must have caused the cancellation.",false causality,3863
You shouldn't avoid smoking because non-smokers still get sick too.,fallacy of logic,2733
"If you don't like the design, you must think the product is bad.",fallacy of extension,1895
You can't trust her opinion on health; she's not even in shape.,ad hominem,5442
"In reality , the above facts come from the best-available scientific studies , including those conducted by or accepted by the IPCC , the Food and Agriculture Organization of the United Nations ( FAO ) , the International Union for the Conservation of Nature ( IUCN ) and other leading scientific bodies .",fallacy of credibility,569
"""Everytime I wash my car it rains; therefore, washing my car makes it rain.""",false causality,1816
"This workout is intense, so it must be too hard for beginners.",equivocation,2065
"Having come from the same political party, he is sure to communicate biased and untrue claims about his party-mates",ad hominem,127
French people are great at kissing.  Julie is French.  Get me a date!,faulty generalization,3394
"Whatever happens by chance should be punished, because whatever happens by chance is a departure from law and all departures from law should be punished.

Identify the logical fallacy commited in this argument.",equivocation,3327
"If you question my opinion, you must think I'm completely wrong.",fallacy of extension,5778
We should present Cadet Curry with our squadron's cadet of the year award. He's the most active and highest-performing cadet we have. REPLY: But Cadet Arnold has been in CAP longer.,fallacy of relevance,2975
"If you believe in vaccinations, you must think everyone should be vaccinated for everything.",fallacy of extension,980
"Colin Closet asserts that if we allow same-sex couples to marry, then the next thing we know we'll be allowing people to marry their parents, their cars and even monkeys.",faulty generalization,2300
But it has little to do with what recent headlines have been saying about the hottest year ever . It is called business as usual .,intentional,190
The director's personal beliefs impact the film's moral message.,intentional,1139
"Representative Gutierrez of Illinois, arguing in Congress on July 11, 1996, replying to Republicans arguing in favor of the ""Defense of Marriage Act"", a bill stipulating that 'marriage' be defined as being between a man and a woman only, excluding homosexual marriages: ""I now realize that my friends on the other side of the aisle aren't the least bit serious when they talk about how important it is for the federal government not to interfere in the lives of our people. I understand that they are just kidding - just teasing us - when they stress the importance of taking power out of Washington and giving it to local officials. And now I know that their biggest joke of all is that old line about family values - all that talk about encouraging people to care about and be committed to each other.""",ad hominem,5088
", rather than considering the content of what the person is saying?",ad hominem,699
"""I believe that PNoy is the Abraham Lincoln of the Philippines.""",fallacy of logic,5539
The party was going great! Then Gerald showed up and little by little people started collecting their coats and heading home. Gerald ruined the party.,false causality,606
"I'm a free spirit, so I should not be tied down by any rules.",equivocation,4276
"""I asked my five closest friends and they all agree that the new Underwater Basketweaving Team Coach is a jerk, therefore I'm not trying out for the team"" IS an example of THIS fallacy.",faulty generalization,301
"""All elephants are big. Some boys are big. Therefore some boys are elephants.""",faulty generalization,3420
", or a group of people think, in order to persuade one to think the same way.",ad populum,5583
"Some experts , such as UN climate scientist Dr. Indur Goklany , have defended rising CO2 levels as a good thing for humanity . Goklany has argued that the rising level of carbon dioxide in the earth ' s atmosphere "" is currently net beneficial for both humanity and the biosphere generally . ",fallacy of credibility,1060
"Teachers don't have lives.""My best friend said her English class was hard, and the one I'm in is hard too. All English classes must be hard.""",faulty generalization,2565
"Billy - ""An apple is a vegetable."" Bobby - ""Don't listen to Billy; he failed Spanish class last year. """,ad hominem,5789
"Our service is excellent because it's in demand, and it's in demand because it's excellent.",circular reasoning,1069
Green activists are at war with the greatest American foe since the Axis Powersor so they say .,ad hominem,2524
Don't worry about my overspending when some are in debt.,fallacy of relevance,2205
"This book is timeless, so it must always stay relevant.",equivocation,1243
"Said Hayhoe : "" The biggest myth that the largest number of people have bought into is that ' climate change doesn ' t matter to me personally. ' ",intentional,16
"You can hardly blame President Clinton for having extramarital affairs. Many presidents, when faced with similar situations, have yielded to the same temptations.",fallacy of relevance,3120
"""I'm gonna get an iPhone because everybody else has an iPhone and they're cool.""",ad populum,5780
"His house is about half the size of most houses in the neighborhood. Therefore, his doors must all be about 3 1/2 feet high.",faulty generalization,4642
"Says Robot 2, attacking Robot 1 instead of his arguments.",ad hominem,4754
"Because students do not do homework virtually when quarantined, we should get rid of all computers.",fallacy of relevance,815
"""That new home looks great! Let's buy it!""",faulty generalization,3067
"There are now , trapped in Arctic ice , diseases that have not circulated in the air for millions of years  in some cases , since before humans were around to encounter them . Which means our immune systems would have no idea how to fight back when those prehistoric plagues emerge from the ice .",appeal to emotion,5544
"Also , it is increasingly clear that the planet was significantly warmer than today several times during the past 10,000 years .",fallacy of credibility,959
"It can not be what is happening to world temperatures , because they have gone up only very slowly , less than half as fast as the scientific consensus predicted in 1990 when the global-warming scare began in earnest .",intentional,4893
"Video shows the polar bear clinging to life , its white hair limply covering its thin , bony frame . One of the bear 's back legs drags behind it as it walks , likely due to muscle atrophy . Looking for food , the polar bear slowly rummages through a nearby trashcan used seasonally by Inuit fishers . It finds nothing and resignedly collapses back down onto the ground . In the days since Nicklen posted the footage , he 's been asked why he didn ' t intervene .",appeal to emotion,225
"Louise is running for class president. In her campaign speech she says, ""My opponent does not deserve to win. She is a smoker and she cheated on her boyfriend last year."" What fallacy has Louise committed?
http://www.funtrivia.com",ad hominem,3354
The writer's losses add depth to the tragedy in their tale.,intentional,2485
"In arguing that abortion is not really a private moral matter, Fr. Frank A. Pavone, National Director Priests for Life, has written that ""Abortion is our problem, and the problem of every human being. We are one human family. Nobody can be neutral on abortion. It involves the destruction of an entire group of human beings!""",circular reasoning,562
"I'm a vegan, so I'm naturally against anything that involves animals, even in art.",equivocation,3436
"My mother always told me that if I went outside right after bathing, during winter, I would catch pneumonia.",faulty generalization,1693
"If so many people love this book, it must be worth reading.",ad populum,1045
"If you don't like this one thing, you must dislike everything about it.",fallacy of extension,3446
"If you're for renewable energy, you must want to stop all traditional energy production.",fallacy of extension,4565
Are you still a heavy drinker?,intentional,954
"By 2050 , according to the U.S. Forest Service , wildfires will be twice as destructive as they are today ; in some places , the area burned could grow fivefold .",appeal to emotion,5777
"Wearing contacts, my brother got promoted. My contacts helped his career.",false causality,2735
"I thought you were a good person, but you weren't in class today.",false dilemma,5686
"White men can't jump. No, really, they can't!",faulty generalization,4735
"The real issue is the arrogance and zealotry found in people who see science not as an ongoing process , but as a religion .",ad hominem,5586
She's only involved because it makes her look important.,ad hominem,1218
You can say this for bleeding-heart liberals : They certainly have a flair for the ironic .,ad hominem,5254
"Well, every one else jumped off the roof, why can't I?",ad populum,1527
"You can't prove your candidate will win, so I assume he won't",intentional,3987
"Slavery is accepted by just about everyone in our society, so it's ethical to keep slaves.",ad populum,5720
The thing about the new math teacher (who is an excellent teacher) is that he/she really stands out because he/she has good teaching skills.,circular reasoning,1300
"An expedition designed to gather evidence of global warming and "" climate change  in the Arctic was canceled last month after a humiliating discovery was made : There was so much ice in the Arctic that the icebreaker it was going to use was needed elsewhere .",fallacy of extension,5672
Exit Glacier has been shrinking for 200 years  since 1815  long before widespread industrialization and automobiles .,fallacy of credibility,160
"If you don't live in the city, then you must hate modern life.",false dilemma,4067
"Jeff's mom is concerned when she finds out that he skipped class one day. She tells him that she is concerned that since he skipped one class, he will start skipping more frequently. Then he will drop out altogether, never graduate or get into college, and end up unemployed and living at home for the rest of his life. What type of fallacy has Jeff's mom committed?",faulty generalization,956
"Miller Lite is cheap beer, so the Guinness will be cheap, too",faulty generalization,3791
"fallacy suggesting that because everyone believes something or does something, it must be valid, accurate, or effective.",ad populum,3234
"Land area and beaches shrinking , coral islands submerged ",intentional,2869
"If you don't eat breakfast, you'll slouch in your desk. If you slouch in your desk, you'll hurt your back. If you hurt your back, you'll never become President. What fallacy is being committed here?",faulty generalization,3777
"The athlete is in top form, so he must be at the top of his career.",equivocation,4433
I was late because of my alarm clock; it made me sleep in.,false causality,4973
"""In his class president election video, he called his student opponent 'a brown-nosing, suck up who only wanted to get on the teacher's good side,' which got him disqualified"" IS an example of THIS fallacy.",ad hominem,2961
"At the end , Goklany provides a table , setting out all the scaremongering claims made by environmental groups  and then comparing them with observed reality .",appeal to emotion,2200
"Investing in the stock market is pointless, as not everyone who invests becomes wealthy.",fallacy of logic,98
"Michael Jackson, Kurt Cobain, and Jimi Hendrix were rock stars who died young. Therefore, if you become a rock star, don't expect to live a long life.",false causality,2557
"""Politicians and diapers must be changed often, and for the same reason.""",fallacy of logic,3183
Circular reasoning occurs when someone makes an argument in which both the premises and the conclusion have to rely on the truthfulness of the other.,circular reasoning,253
Working hard is pointless because some people get lucky and succeed without effort.,fallacy of logic,3923
"If you want environmental protection, you must want to end all industry.",fallacy of extension,4199
"You think we should limit screen time, so you must want to ban technology entirely.",fallacy of extension,1445
"If everyone likes this teacher, then they must be the best.",ad populum,1648
"""I am not unmindful that some of you have come here out of great trials and tribulations. Some of you have come fresh from narrow jail cells. And some of you have come from areas where your quest -- quest for freedom left you battered by the storms of persecution and staggered by the winds of police brutality. You have been the veterans of creative suffering. Continue to work with the faith that unearned suffering is redemptive. Go back to Mississippi, go back to Alabama, go back to South Carolina, go back to Georgia, go back to Louisiana, go back to the slums and ghettos of our northern cities, knowing that somehow this situation can and will be changed.""  Which appeal is the primary appeal used in this quote?",appeal to emotion,4682
"Makes the claim that EVERYONE is using this product, and you should, too.",ad populum,4723
"Playing tennis, my insurance premium went down. Tennis affects my insurance.",false causality,3991
"Computer models of the climate are at the heart of calls to ban the cheap , reliable energy that powers our thriving economy and promotes healthier , longer lives .",appeal to emotion,1696
We cannot support immigrants because we have too many homeless and poor Americans.,false dilemma,3191
"Ms. Long has suggested that our schools let students take statistics instead of algebra to graduate. Frankly, it is puzzling to me that she thinks algebra is a useless subject.",fallacy of extension,4499
Don't criticize my grades; at least I'm not failing every subject.,fallacy of relevance,1154
"Moreover , the study says , massive human greenhouse gas emissions since that time have likely "" postponed  what might otherwise be another ice age "" by at least 100,000 years . ",faulty generalization,2255
"The IPCC reports also don ' t fully account for the albedo effect ( less ice means less reflected and more absorbed sunlight , hence more warming ) ; more cloud cover ( which traps heat ) ; or the dieback of forests and other flora ( which extract carbon from the atmosphere ) .",intentional,1682
"If you oppose this type of advertising, you must want to ban all advertisements.",fallacy of extension,3170
"The article is accurate because the author says so, and the author is correct because the article is accurate.",circular reasoning,2056
"The park is natural, so it must be untouched by human hands.",equivocation,4090
"His presentation was recently circulated on Twitter . With so much misinformation nowadays about supposed climate emergencies , it ' s worth reviewing carefully .",intentional,5656
"If you support the police, you must agree with every police action.",fallacy of extension,3108
"In the past , warming has never been a threat to life on Earth . Why should it be now ?",fallacy of credibility,4548
Some people say that the coronavirus is dangerous. Others say that it is not dangerous. That must mean that some coronavirus vaccinations are fine while others are not.,fallacy of relevance,3723
""" There was the Ship of Fools expedition in which an Australian climate researcher called Chris Turkey had to call an expedition to the melting Antarctic after his ship got stuck in the ice ,  recalled Breitbart News contributor James Delingpole .",fallacy of logic,5423
"Recognizing that skepticism and asking challenging questions are part of good science , yet climate change radicals have made their politically fueled narrative more important than the truth .",fallacy of extension,2049
"This is the most popular coffee shop in town, so it must have great coffee.",ad populum,4976
"Since a single human cell becomes a grown man over a period of a few years, then surely it can't be impossible for a single-cell organism to become the human race over a period of several million years.",fallacy of logic,3643
"If you support the arts, you must think they're more important than science.",fallacy of extension,5715
"The reason everyone wants the new ""Slap Me Silly Elmo"" doll is because this is the hottest toy of the season!",circular reasoning,623
The intellectually corrupt and mendacious alarmist science establishment ,ad hominem,262
"""My uncle eats pizza and cake and he is thin. Pizza and cake aren't the cause of obesity. "" is an example of",faulty generalization,3369
"As soon as the words carbon footprint , emissions , pollution , and decarbonisation , climate emergency , extreme weather , unprecedented and extinction are used , I know I am being conned by ignorant activ­ists , populist scaremonger­ing , vote-chasing politicians and rent seekers .",ad hominem,4061
"Ten years ago I got a 170 on the LSAT, so I expect to get the same score again.",faulty generalization,5534
"If Hillary would have fact-checked her example of sea level rise in Norfolk , Virginia , she would have found out that the experts already know this is mostly due to the land there sinking .",ad hominem,1802
"If you support prison reform, you must want to release all prisoners.",fallacy of extension,4736
"To this very day (at the time of this writing), science has been unable to create life from non-life; therefore, life must be a result of divine intervention.",intentional,5787
"Only after government overseers make these highly suspect adjustments are temperature "" records  capable of showing anything approaching record warmth .",ad hominem,2385
"""We can give cadets awards for doing well, or we can have a disciplined squadron. We can't do both.",false dilemma,1959
"Since you don't like my idea, you must hate all my ideas.",fallacy of extension,2976
Why take his stance seriously? He's not affected by this.,ad hominem,488
"If you're in favor of stricter immigration laws, you must be against all immigrants.",fallacy of extension,1843
"Before women got the vote, there were no nuclear weapons",false causality,1734
Christine has a terrible experience with a boyfriend. She decides that all boys are mean. This is an example of which logical fallacy?,faulty generalization,2911
"All the best chefs recommend this spice, so it must be essential.",ad populum,3219
"""I used to have that haircut. Then my mom got a job.""",ad hominem,146
"As we now know , all of those predictions turned out to be completely wrong .",intentional,1986
Someone really should move this 'deer crossing' sign. This is a dangerous stretch of highway and the deer really should be crossing somewhere else.,false causality,1369
"""This is how most schools evaluate their students, so it must be effective.",ad populum,2811
The painter's optimism shines through in their vibrant hues.,intentional,659
"But the many sober-minded scientists I interviewed over the past several months  the most credentialed and tenured in the field , few of them inclined to alarmism and many advisers to the IPCC who nevertheless criticize its conservatism  have quietly reached an apocalyptic conclusion , too :",fallacy of credibility,1794
"We must have a poltergeist in the house. When the dog ran under the table, the vase just seemed to jump off the shelf all by itself.",fallacy of logic,2511
"Pastor Pete: People are turning to God everywhere!  9 out of 10 people I interviewed said that they had a personal relationship with Jesus Christ.
Fred: Where did you find these people you interviewed?
Pastor Pete: In my church.",faulty generalization,3397
"If we don't set boundaries, they'll walk all over us.",fallacy of logic,4282
"You either work hard, or you're doomed to fail.",false dilemma,1147
"A Republican congressman from Colorado , Ken Buck , recently called one military proposal part of a "" radical climate change agenda . ",fallacy of credibility,3272
Appeals to an authority that has little to nothing to do with the argument,fallacy of credibility,608
"According to a report last year by Climate Change Business Journal , it ' s now worth an astonishing $ 1.5 trillion  about the same as the online shopping industry . If the scare goes away , then all bets are off , because the entire global decarbonisation business relies on it .",ad populum,3582
"Sea levels are projected to rise by more than 3 feet by the end of the century , wiping away beaches and coastal properties .",faulty generalization,1930
This coin has landed heads-up nine times in a row. So it will probably land tails-up next time it is tossed.,ad populum,197
It has yet to be shown that human emissions of carbon dioxide drive climate change .,intentional,2931
"Since I started using a new soap, my plants are dying. The soap is killing my plants.",false causality,2327
"After jogging in the mornings, my TV show changed its time. My jogging influenced the schedule.",false causality,4389
She's only arguing for this because she works for the company.,ad hominem,766
